station_id,hour,energy_kwh,session_count,evses_active,provider,latitude,longitude,city,state,station_name
CP_4-COUNTY_EPA_STATION_1_L,2025-10-16 20:00:00,42.943,1,1,ChargePoint,33.540657,-89.134163,Mathiston,Mississippi,4-COUNTY EPA / STATION 1 (L)
CP_4-COUNTY_EPA_STATION_1_L,2025-10-17 11:00:00,30.594,1,1,ChargePoint,33.540657,-89.134163,Mathiston,Mississippi,4-COUNTY EPA / STATION 1 (L)
CP_4-COUNTY_EPA_STATION_1_L,2025-10-19 07:00:00,45.893,1,1,ChargePoint,33.540657,-89.134163,Mathiston,Mississippi,4-COUNTY EPA / STATION 1 (L)
CP_4-COUNTY_EPA_STATION_1_L,2025-10-19 16:00:00,46.884,1,1,ChargePoint,33.540657,-89.134163,Mathiston,Mississippi,4-COUNTY EPA / STATION 1 (L)
CP_4-COUNTY_EPA_STATION_1_L,2025-10-21 20:00:00,60.822,1,1,ChargePoint,33.540657,-89.134163,Mathiston,Mississippi,4-COUNTY EPA / STATION 1 (L)
CP_4-COUNTY_EPA_STATION_1_L,2025-10-25 22:00:00,33.037,1,1,ChargePoint,33.540657,-89.134163,Mathiston,Mississippi,4-COUNTY EPA / STATION 1 (L)
CP_4-COUNTY_EPA_STATION_1_L,2025-10-27 14:00:00,110.238,1,1,ChargePoint,33.540657,-89.134163,Mathiston,Mississippi,4-COUNTY EPA / STATION 1 (L)
CP_4-COUNTY_EPA_STATION_1_L,2025-10-28 13:00:00,155.447,1,1,ChargePoint,33.540657,-89.134163,Mathiston,Mississippi,4-COUNTY EPA / STATION 1 (L)
CP_4-COUNTY_EPA_STATION_1_L,2025-10-28 17:00:00,58.464,1,1,ChargePoint,33.540657,-89.134163,Mathiston,Mississippi,4-COUNTY EPA / STATION 1 (L)
CP_4-COUNTY_EPA_STATION_1_L,2025-10-29 17:00:00,82.914,1,1,ChargePoint,33.540657,-89.134163,Mathiston,Mississippi,4-COUNTY EPA / STATION 1 (L)
CP_4-COUNTY_EPA_STATION_1_L,2025-10-31 13:00:00,66.269,1,1,ChargePoint,33.540657,-89.134163,Mathiston,Mississippi,4-COUNTY EPA / STATION 1 (L)
CP_4-COUNTY_EPA_STATION_1_L,2025-11-01 17:00:00,21.366,1,1,ChargePoint,33.540657,-89.134163,Mathiston,Mississippi,4-COUNTY EPA / STATION 1 (L)
CP_4-COUNTY_EPA_STATION_1_L,2025-11-02 08:00:00,43.231,1,1,ChargePoint,33.540657,-89.134163,Mathiston,Mississippi,4-COUNTY EPA / STATION 1 (L)
CP_4-COUNTY_EPA_STATION_1_L,2025-11-02 13:00:00,138.65,1,1,ChargePoint,33.540657,-89.134163,Mathiston,Mississippi,4-COUNTY EPA / STATION 1 (L)
CP_4-COUNTY_EPA_STATION_1_L,2025-11-07 15:00:00,14.165,1,1,ChargePoint,33.540657,-89.134163,Mathiston,Mississippi,4-COUNTY EPA / STATION 1 (L)
CP_4-COUNTY_EPA_STATION_1_L,2025-11-08 10:00:00,40.464,1,1,ChargePoint,33.540657,-89.134163,Mathiston,Mississippi,4-COUNTY EPA / STATION 1 (L)
CP_4-COUNTY_EPA_STATION_1_L,2025-11-09 08:00:00,18.618,1,1,ChargePoint,33.540657,-89.134163,Mathiston,Mississippi,4-COUNTY EPA / STATION 1 (L)
CP_4-COUNTY_EPA_STATION_2_R,2025-05-28 19:00:00,20.653,1,1,ChargePoint,33.540665,-89.134109,Mathiston,Mississippi,4-COUNTY EPA / STATION 2 (R)
CP_4-COUNTY_EPA_STATION_2_R,2025-06-20 11:00:00,7.053,1,1,ChargePoint,33.540665,-89.134109,Mathiston,Mississippi,4-COUNTY EPA / STATION 2 (R)
CP_4-COUNTY_EPA_STATION_2_R,2025-07-02 10:00:00,14.235,1,1,ChargePoint,33.540665,-89.134109,Mathiston,Mississippi,4-COUNTY EPA / STATION 2 (R)
CP_4-COUNTY_EPA_STATION_2_R,2025-07-04 15:00:00,3.007,1,1,ChargePoint,33.540665,-89.134109,Mathiston,Mississippi,4-COUNTY EPA / STATION 2 (R)
CP_4-COUNTY_EPA_STATION_2_R,2025-07-06 14:00:00,9.768,1,1,ChargePoint,33.540665,-89.134109,Mathiston,Mississippi,4-COUNTY EPA / STATION 2 (R)
CP_4-COUNTY_EPA_STATION_2_R,2025-07-06 15:00:00,12.726,2,1,ChargePoint,33.540665,-89.134109,Mathiston,Mississippi,4-COUNTY EPA / STATION 2 (R)
CP_4-COUNTY_EPA_STATION_2_R,2025-07-11 15:00:00,1.33,1,1,ChargePoint,33.540665,-89.134109,Mathiston,Mississippi,4-COUNTY EPA / STATION 2 (R)
CP_4-COUNTY_EPA_STATION_2_R,2025-07-14 11:00:00,10.361,1,1,ChargePoint,33.540665,-89.134109,Mathiston,Mississippi,4-COUNTY EPA / STATION 2 (R)
CP_4-COUNTY_EPA_STATION_2_R,2025-11-01 21:00:00,41.297,1,1,ChargePoint,33.540665,-89.134109,Mathiston,Mississippi,4-COUNTY EPA / STATION 2 (R)
CP_4-COUNTY_EPA_STATION_2_R,2025-11-02 17:00:00,35.925,1,1,ChargePoint,33.540665,-89.134109,Mathiston,Mississippi,4-COUNTY EPA / STATION 2 (R)
CP_4-COUNTY_EPA_STATION_2_R,2025-11-05 22:00:00,44.902,1,1,ChargePoint,33.540665,-89.134109,Mathiston,Mississippi,4-COUNTY EPA / STATION 2 (R)
CP_7SPC_SEVIERVILLE,2023-06-04 11:00:00,40.258,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-06-09 19:00:00,7.968,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-06-13 00:00:00,34.26,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-06-14 14:00:00,0.124,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-06-14 15:00:00,17.749,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-06-15 18:00:00,3.168,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-06-16 10:00:00,6.337,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-06-18 10:00:00,12.884,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-06-18 12:00:00,18.059,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-06-23 08:00:00,9.187,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-06-23 10:00:00,49.057,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-06-25 05:00:00,37.434,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-06-25 09:00:00,39.887,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-06-25 13:00:00,36.834,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-06-27 19:00:00,5.738,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-06-28 14:00:00,1.558,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-06-29 14:00:00,36.009,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-07-02 13:00:00,48.681,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-07-03 16:00:00,42.629,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-07-05 12:00:00,15.569,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
CP_7SPC_SEVIERVILLE,2023-07-05 15:00:00,29.889,1,1,ChargePoint,35.867249,-83.564766,Sevierville,Tennessee,7SPC / SEVIERVILLE
